date,crypto_id,crypto_name,month,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,tech1,tech2,tech3,tech4,tech5,tech6,tech7,tech8,tech9,tech10,tech11,tech12,tech13,tech14,tech15,tech16,tech17,tech18,tech19,tech20,tech21,tech22,tech23,tech24
2026-06-10,12,COIN,6,0.4500,0.5500,0.5000,0.5000,0.6000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5500,0.3500,0.5500,0.5000,0.3800,0.4000,0.3500,0.3200,0.3800,0.4200,0.3800,0.4400,0.4200,0.3800,0.4200,0.4800,0.5000,0.5200,0.4800,0.4500,0.5000,0.5500,0.4800,0.5000,0.5200,0.5500,0.5000,0.4800
2026-06-10,30,XAU,6,0.5500,0.6500,0.5000,0.5500,0.7000,0.5000,0.5500,0.5000,0.5500,0.6000,0.6500,0.4500,0.5000,0.6000,0.2700,0.3000,0.3500,0.3800,0.4200,0.4500,0.4200,0.4600,0.4400,0.4200,0.4500,0.4800,0.5000,0.5200,0.4800,0.4600,0.5000,0.5500,0.4800,0.5000,0.5200,0.5500,0.5000,0.4800
2026-06-10,8,AMD,6,0.4500,0.6000,0.5000,0.5500,0.6500,0.5500,0.4500,0.5500,0.5000,0.5500,0.5500,0.4000,0.5500,0.5500,0.4000,0.4200,0.4400,0.4600,0.4800,0.5000,0.4700,0.4900,0.4700,0.4500,0.4800,0.5200,0.5400,0.5200,0.5000,0.4800,0.5000,0.5500,0.4800,0.5000,0.5200,0.5500,0.5000,0.4800
2026-06-10,11,MSTR,6,0.4500,0.5500,0.5000,0.5000,0.5500,0.4500,0.4000,0.5000,0.5500,0.5000,0.5500,0.3500,0.5500,0.5000,0.2700,0.2200,0.2000,0.2500,0.3000,0.3500,0.2800,0.3500,0.3200,0.2800,0.3500,0.4000,0.4200,0.4500,0.4200,0.3800,0.4500,0.5000,0.4200,0.4800,0.5000,0.5200,0.4800,0.4500
2026-06-10,9,AVGO,6,0.4500,0.6000,0.5000,0.5500,0.7500,0.7500,0.6000,0.5500,0.5000,0.6000,0.5500,0.4000,0.6500,0.5000,0.4200,0.4400,0.4000,0.4200,0.4500,0.4800,0.4600,0.4800,0.4600,0.4400,0.4700,0.5000,0.5200,0.5000,0.4800,0.4600,0.5000,0.5500,0.4800,0.5000,0.5200,0.5500,0.5000,0.4800
2026-06-10,14,HOOD,6,0.4500,0.6000,0.5000,0.5000,0.5500,0.4500,0.4000,0.4500,0.5500,0.5000,0.5500,0.5500,0.5000,0.5000,0.5700,0.5500,0.5200,0.5000,0.5300,0.5500,0.5400,0.5200,0.5500,0.5300,0.5500,0.5200,0.5000,0.4800,0.5000,0.5200,0.5000,0.4800,0.5000,0.5200,0.5000,0.4800,0.5000,0.5200
2026-06-10,15,PLTR,6,0.4500,0.6000,0.5000,0.6000,0.7000,0.7000,0.4500,0.7500,0.5000,0.6000,0.5500,0.4500,0.5500,0.6500,0.4900,0.4700,0.4500,0.4800,0.5000,0.5200,0.5000,0.5200,0.5000,0.4800,0.5000,0.5500,0.5200,0.5000,0.4800,0.4600,0.5000,0.5500,0.4800,0.5000,0.5200,0.5500,0.5000,0.4800
2026-06-10,10,QCOM,6,0.4500,0.6000,0.5000,0.5000,0.6000,0.5500,0.5000,0.5500,0.5000,0.5500,0.5500,0.5000,0.5500,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000
2026-06-10,16,ORCL,6,0.4500,0.6000,0.5000,0.5500,0.6500,0.6000,0.5500,0.5500,0.5000,0.5500,0.5500,0.5000,0.6000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000
2026-06-10,20,DIS,6,0.4500,0.6000,0.5000,0.5000,0.7000,0.5500,0.5000,0.5500,0.5000,0.5500,0.5500,0.5000,0.5500,0.5500,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000
2026-06-10,23,LLY,6,0.4500,0.6000,0.5000,0.6500,0.8000,0.7500,0.5000,0.7000,0.5000,0.6500,0.5500,0.5000,0.7000,0.6500,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000
2026-06-10,31,XAG,6,0.5500,0.6000,0.5000,0.5000,0.6500,0.5000,0.5500,0.5000,0.5500,0.5500,0.6500,0.3500,0.5000,0.5500,0.1700,0.2000,0.2500,0.2800,0.3000,0.3200,0.2800,0.3500,0.3000,0.2800,0.3200,0.3800,0.4000,0.4200,0.3800,0.3500,0.4200,0.4800,0.4000,0.4500,0.4800,0.5000,0.4500,0.4200
2026-06-10,32,CL,6,0.5500,0.6000,0.5000,0.5000,0.6000,0.5000,0.5500,0.5000,0.5500,0.5500,0.6500,0.4500,0.5000,0.6000,0.4100,0.4400,0.4200,0.4500,0.4800,0.5000,0.4700,0.4900,0.4700,0.4500,0.4800,0.5200,0.5400,0.5200,0.5000,0.4800,0.5000,0.5500,0.4800,0.5000,0.5200,0.5500,0.5000,0.4800
2026-06-10,34,OPENAI,6,0.4500,0.6000,0.5000,0.6500,0.8500,0.7000,0.5000,0.7000,0.5000,0.6500,0.5500,0.5000,0.5000,0.6000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000
2026-06-10,13,CRCL,6,0.4500,0.5500,0.4500,0.5000,0.5500,0.5000,0.4500,0.5000,0.5500,0.5000,0.5500,0.3500,0.5500,0.5000,0.3000,0.2500,0.2200,0.2800,0.3200,0.3500,0.3000,0.3500,0.3200,0.3000,0.3500,0.4000,0.4200,0.4500,0.4200,0.3800,0.4500,0.5000,0.4200,0.4800,0.5000,0.5200,0.4800,0.4500
2026-06-10,27,SOXL,6,0.4500,0.6000,0.5000,0.5000,0.5500,0.5000,0.4000,0.5000,0.5500,0.5500,0.5500,0.4000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000
2026-06-10,17,CSCO,6,0.4500,0.6000,0.5000,0.5000,0.6000,0.5500,0.5500,0.5000,0.5000,0.5500,0.5500,0.5000,0.6000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000
2026-06-10,18,UBER,6,0.4500,0.6000,0.5000,0.5000,0.6500,0.5500,0.5000,0.5500,0.5000,0.5500,0.5500,0.5000,0.5500,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000
2026-06-10,21,HD,6,0.4500,0.6000,0.5000,0.5000,0.6500,0.6000,0.5500,0.5000,0.5000,0.5500,0.5500,0.5000,0.6500,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000
